,subtest_27,subtest_28,subtest_29,subtest_30,subtest_32,subtest_33,subtest_36,subtest_37,subtest_38,subtest_39,subtest_40,Model_C_label,Model_A_label,Model_B_label
0,1.0,0.8333333333333333,0.7333333333333334,0.7142857142857142,0.7985074626865671,0.5714285714285714,1.0,1.0,0.9852941176470588,0.9709302325581394,0.9789473684210526,1,1,1
1,0.7777777777777778,0.8333333333333333,0.7,0.4285714285714285,0.7985074626865671,0.9999999999999998,1.0,1.0,0.9705882352941176,0.9767441860465116,0.968421052631579,1,1,0
2,0.888888888888889,0.6666666666666665,0.5666666666666667,0.6666666666666665,0.8208955223880597,0.7142857142857142,1.0,1.0,0.8529411764705883,0.9593023255813952,0.9421052631578948,1,1,1
3,0.888888888888889,0.6666666666666665,0.9,0.8095238095238095,0.8917910447761194,0.2857142857142856,1.0,1.0,0.823529411764706,0.9360465116279068,0.9210526315789472,1,1,1
4,0.888888888888889,0.8333333333333333,0.9,0.5714285714285714,0.8059701492537313,0.5714285714285714,1.0,0.9090909090909092,0.9558823529411764,0.9767441860465116,0.9421052631578948,1,1,1
5,1.0,0.6666666666666665,0.9666666666666666,0.7142857142857142,0.7518656716417911,0.4285714285714285,1.0,0.9090909090909092,0.9852941176470588,0.9709302325581394,0.963157894736842,1,1,1
6,0.7777777777777778,1.0,0.6666666666666666,0.7619047619047619,0.8227611940298507,0.4285714285714285,1.0,1.0,0.8088235294117647,0.9651162790697674,0.7,1,1,1
7,0.7777777777777778,1.0,0.7,0.9999999999999998,0.7294776119402985,0.857142857142857,0.7272727272727273,1.0,1.0,1.0,0.963157894736842,1,1,0
8,0.6666666666666666,0.6666666666666665,0.7666666666666667,0.5714285714285714,0.8899253731343284,0.4285714285714285,1.0,1.0,1.0,0.9767441860465116,0.9526315789473684,1,1,1
9,0.888888888888889,0.5,0.7,0.5238095238095237,0.9123134328358208,0.4285714285714285,1.0,1.0,1.0,0.9651162790697674,0.9789473684210526,1,1,1
10,0.888888888888889,0.6666666666666665,0.8,0.5714285714285714,0.8507462686567164,0.5714285714285714,1.0,0.9090909090909092,0.9705882352941176,0.9709302325581394,0.9578947368421052,1,1,0
11,0.888888888888889,0.8333333333333333,0.4333333333333333,0.3809523809523809,0.7294776119402985,0.5714285714285714,1.0,1.0,1.0,0.9709302325581394,0.9473684210526316,1,1,1
12,0.7777777777777778,0.5,0.5666666666666667,0.9523809523809524,0.8731343283582089,0.5714285714285714,1.0,0.9090909090909092,0.9705882352941176,0.9593023255813952,0.9263157894736842,0,1,1
13,0.888888888888889,0.8333333333333333,0.7333333333333334,0.8095238095238095,0.8768656716417911,0.4285714285714285,0.9090909090909092,0.9090909090909092,1.0,0.9825581395348836,0.936842105263158,0,1,1
14,0.6666666666666666,0.8333333333333333,0.8333333333333334,0.4285714285714285,0.6716417910447762,0.7142857142857142,0.9090909090909092,1.0,0.9558823529411764,0.9651162790697674,0.9526315789473684,1,0,1
15,0.6666666666666666,0.8333333333333333,0.8,0.4285714285714285,0.8208955223880597,0.5714285714285714,1.0,0.9090909090909092,0.9705882352941176,0.9767441860465116,0.9736842105263158,1,1,0
16,0.888888888888889,0.6666666666666665,0.5333333333333333,0.4761904761904761,0.7257462686567164,0.7142857142857142,1.0,1.0,0.823529411764706,0.9186046511627906,0.8631578947368421,1,0,1
17,0.888888888888889,0.6666666666666665,0.6333333333333333,0.5714285714285714,0.8638059701492538,0.5714285714285714,0.9090909090909092,1.0,0.9705882352941176,0.9709302325581394,0.8578947368421053,1,1,1
18,1.0,0.6666666666666665,0.5,0.5238095238095237,0.789179104477612,0.5714285714285714,0.9090909090909092,1.0,0.9705882352941176,0.9825581395348836,0.9526315789473684,0,1,0
19,1.0,0.6666666666666665,0.5,0.4761904761904761,0.9421641791044776,0.2857142857142856,1.0,1.0,0.8676470588235294,0.9767441860465116,0.8736842105263158,1,1,1
20,0.888888888888889,0.6666666666666665,0.6666666666666666,0.7142857142857142,0.6716417910447762,0.5714285714285714,0.9090909090909092,1.0,0.8823529411764707,0.9244186046511628,0.9157894736842104,1,1,0
21,0.7777777777777778,0.6666666666666665,0.8333333333333334,0.3809523809523809,0.8339552238805971,0.2857142857142856,1.0,1.0,0.823529411764706,0.9767441860465116,0.963157894736842,1,1,1
22,0.888888888888889,0.5,0.8,0.5714285714285714,0.7705223880597015,0.2857142857142856,1.0,1.0,0.8382352941176471,0.9360465116279068,0.9263157894736842,0,1,1
23,0.888888888888889,0.6666666666666665,0.8333333333333334,0.5238095238095237,0.8432835820895522,0.1428571428571428,1.0,1.0,0.6176470588235294,0.9767441860465116,0.9894736842105264,1,1,1
24,0.7777777777777778,0.6666666666666665,0.7666666666666667,0.5714285714285714,0.7947761194029851,0.1428571428571428,1.0,1.0,0.75,0.9593023255813952,0.9473684210526316,0,1,1
25,0.888888888888889,0.6666666666666665,0.6333333333333333,0.6666666666666665,0.6492537313432836,0.4285714285714285,0.9090909090909092,1.0,0.9558823529411764,0.941860465116279,0.9105263157894736,1,0,1
26,0.888888888888889,0.5,0.6333333333333333,0.5714285714285714,0.4906716417910448,0.4285714285714285,1.0,1.0,0.9264705882352942,0.9476744186046512,0.9526315789473684,0,1,1
27,0.7777777777777778,0.8333333333333333,0.6666666666666666,0.2857142857142857,0.6847014925373135,0.2857142857142856,1.0,1.0,0.8970588235294118,0.9651162790697674,0.9421052631578948,1,1,1
28,0.7777777777777778,0.6666666666666665,0.6,0.6666666666666665,0.6716417910447762,0.4285714285714285,0.9090909090909092,1.0,0.911764705882353,0.9651162790697674,0.968421052631579,1,1,1
29,0.7777777777777778,0.5,0.6,0.6190476190476191,0.4589552238805969,0.5714285714285714,1.0,1.0,0.8088235294117647,0.941860465116279,0.9421052631578948,0,1,1
30,0.888888888888889,0.6666666666666665,0.5666666666666667,0.4285714285714285,0.7089552238805971,0.4285714285714285,1.0,1.0,0.7647058823529412,0.8895348837209301,0.9210526315789472,0,0,1
31,0.7777777777777778,0.6666666666666665,0.4333333333333333,0.7619047619047619,0.7649253731343284,0.1428571428571428,1.0,1.0,0.75,0.9767441860465116,0.9263157894736842,0,0,0
32,0.6666666666666666,0.5,0.7,0.7142857142857142,0.6529850746268657,0.4285714285714285,1.0,1.0,0.573529411764706,0.9534883720930232,0.968421052631579,0,1,1
33,0.888888888888889,0.5,0.6333333333333333,0.2857142857142857,0.7350746268656717,0.4285714285714285,1.0,1.0,0.8529411764705883,0.9883720930232556,0.9210526315789472,1,1,1
34,1.0,0.6666666666666665,0.6,0.6190476190476191,0.8059701492537313,0.4285714285714285,0.9090909090909092,0.9090909090909092,1.0,0.9651162790697674,0.9315789473684212,1,1,1
35,0.7777777777777778,0.6666666666666665,0.6333333333333333,0.3333333333333333,0.6417910447761194,0.4285714285714285,1.0,1.0,0.7941176470588236,0.9593023255813952,0.9421052631578948,0,1,1
36,0.6666666666666666,0.6666666666666665,0.5,0.3333333333333333,0.8227611940298507,0.5714285714285714,1.0,1.0,0.75,0.9186046511627906,0.9210526315789472,0,0,1
37,0.7777777777777778,0.6666666666666665,0.3666666666666667,0.5714285714285714,0.6921641791044776,0.5714285714285714,1.0,0.9090909090909092,0.9705882352941176,0.9767441860465116,0.9210526315789472,1,0,1
38,0.7777777777777778,0.5,0.6,0.3809523809523809,0.6305970149253731,0.5714285714285714,1.0,1.0,0.75,0.9709302325581394,0.9526315789473684,0,1,1
39,0.888888888888889,0.5,0.6333333333333333,0.6190476190476191,0.7052238805970149,0.4285714285714285,0.9090909090909092,1.0,0.8529411764705883,0.9709302325581394,0.963157894736842,0,1,1
40,0.7777777777777778,0.5,0.5,0.7619047619047619,0.5764925373134329,0.4285714285714285,1.0,1.0,0.5882352941176471,0.9534883720930232,0.9526315789473684,0,0,1
41,0.7777777777777778,0.3333333333333332,0.6333333333333333,0.5238095238095237,0.6697761194029851,0.2857142857142856,1.0,1.0,0.9852941176470588,0.9883720930232556,0.9578947368421052,1,0,1
42,0.7777777777777778,0.6666666666666665,0.6666666666666666,0.6666666666666665,0.8227611940298507,0.2857142857142856,1.0,0.9090909090909092,0.6911764705882353,0.9709302325581394,0.9157894736842104,1,1,1
43,0.7777777777777778,0.5,0.3,0.4761904761904761,0.5876865671641791,0.5714285714285714,1.0,1.0,0.9705882352941176,0.9186046511627906,0.9263157894736842,0,0,1
44,0.7777777777777778,0.5,0.7,0.6190476190476191,0.8432835820895522,0.5714285714285714,0.9090909090909092,0.9090909090909092,0.9264705882352942,0.9534883720930232,0.9578947368421052,0,1,1
45,0.7777777777777778,0.5,0.8333333333333334,0.5714285714285714,0.6324626865671642,0.4285714285714285,1.0,0.9090909090909092,0.7794117647058824,0.9476744186046512,0.9578947368421052,0,0,1
46,0.7777777777777778,0.5,0.5666666666666667,0.6666666666666665,0.8582089552238806,0.2857142857142856,1.0,0.9090909090909092,0.8676470588235294,0.941860465116279,0.9473684210526316,0,0,1
47,0.6666666666666666,0.5,0.5,0.6666666666666665,0.9720149253731344,0.2857142857142856,0.9090909090909092,1.0,0.8823529411764707,0.9825581395348836,0.9315789473684212,1,0,1
48,0.888888888888889,0.5,0.3333333333333333,0.3333333333333333,0.7817164179104478,0.5714285714285714,1.0,1.0,0.6764705882352942,0.9244186046511628,0.9421052631578948,0,0,1
49,0.7777777777777778,0.5,0.5333333333333333,0.3809523809523809,0.8843283582089553,0.4285714285714285,1.0,1.0,0.5588235294117647,0.9593023255813952,0.9315789473684212,0,0,1
